184,1,(182,3.23613)
185,1,(350,3.71832)
186,1,(97,1.93596)
187,1,(178,1.68062)
188,1,(178,1.22223)
189,1,(187,2.82506)
190,1,(174,2.33709)
191,1,(3,2.82107)
192,1,(197,3.41016)
193,1,(302,3.45193)
194,1,(245,3.41739)
195,1,(177,3.04229)
196,1,(97,2.72791)
197,1,(301,1.61516)
198,1,(6,3.56679)
199,1,(200,2.49912)
200,1,(199,2.49137)
201,1,(55,2.80752)
202,1,(204,1.27936)
203,1,(201,2.86563)
204,1,(202,1.2993)
205,1,(203,4.38864)
206,1,(210,4.29772)
207,1,(209,3.76454)
208,1,(211,3.14718)
209,1,(210,1.25636)
210,1,(209,1.22504)
211,1,(212,2.61162)
212,1,(211,2.62082)
213,1,(214,2.70674)
214,1,(217,2.49456)
215,1,(217,2.89242)
216,1,(213,2.76327)
217,1,(218,2.08233)
218,1,(217,2.02961)
219,1,(220,1.49275)
220,1,(309,1.44431)
221,1,(326,0.625398)
222,1,(346,1.77907)
223,1,(342,2.62693)
224,1,(225,2.41176)
225,1,(224,2.41899)
226,1,(229,3.15252)
227,1,(228,1.78919)
228,1,(227,1.74964)
229,1,(102,2.22685)
230,1,(117,2.029)
231,1,(233,2.71787)
232,1,(233,3.47426)
233,1,(231,2.83997)
234,1,(325,5.63968)
235,1,(132,6.14841)
236,1,(238,4.97779)
237,1,(239,5.09861)
238,1,(236,4.93527)
239,1,(237,5.18975)
240,1,(267,4.85757)
241,1,(348,4.9069)
242,1,(244,3.01202)
243,1,(248,4.96592)
244,1,(242,2.97399)
245,1,(248,2.90121)
246,1,(366,2.99986)
247,1,(248,0.340406)
248,1,(247,0.344848)
249,1,(195,5.2589)
250,1,(252,2.17942)
251,1,(114,2.43817)
252,1,(253,1.1074)
253,1,(252,1.09967)
254,1,(253,3.12606)
255,1,(256,1.06674)
256,1,(255,1.0536)
257,1,(308,2.51334)
258,1,(270,3.96529)
259,1,(261,2.63574)
260,1,(304,1.468)
261,1,(259,2.63927)
262,1,(278,1.69258)
263,1,(265,4.82494)
264,1,(263,5.87455)
265,1,(263,4.89915)
266,1,(223,5.25783)
267,1,(269,3.06341)
268,1,(267,3.39536)
269,1,(267,3.07951)
270,1,(272,2.0543)
271,1,(363,1.74489)
272,1,(270,2.01938)
273,1,(283,3.24903)
274,1,(294,5.0336)
275,1,(194,4.19573)
276,1,(67,2.80841)
277,1,(67,3.47105)
278,1,(262,1.65141)
279,1,(84,5.17624)
280,1,(9,0.740483)
281,1,(322,1.57145)
282,1,(260,2.09783)
283,1,(337,2.76573)
284,1,(359,3.04328)
285,1,(278,1.98595)
286,1,(285,2.15838)
287,1,(222,2.30605)
288,1,(302,2.5544)
289,1,(291,2.40633)
290,1,(302,2.83721)
291,1,(170,1.51389)
292,1,(310,3.68417)
293,1,(195,5.55496)
294,1,(319,3.56588)
295,1,(310,4.59067)
296,1,(7,1.56242)
297,1,(300,3.05253)
298,1,(155,5.37207)
299,1,(45,2.5281)
300,1,(297,3.10097)
301,1,(313,1.0464)
302,1,(128,2.09117)
303,1,(301,1.59724)
304,1,(161,0.894687)
305,1,(366,3.65514)
306,1,(292,3.768)
307,1,(271,2.27571)
308,1,(257,2.59063)
309,1,(220,1.38737)
310,1,(292,3.66158)
311,1,(310,4.25587)
312,1,(337,2.24985)
313,1,(301,0.976531)
314,1,(95,1.44255)
315,1,(313,1.82346)
316,1,(340,1.99235)
317,1,(128,1.72704)
318,1,(292,3.60142)
319,1,(284,3.28058)
320,1,(336,1.13852)
321,1,(312,5.49222)
322,1,(281,1.5887)
323,1,(309,3.08347)
324,1,(14,5.97966)
325,1,(292,5.14589)
326,1,(221,0.604679)
327,1,(340,2.83664)
328,1,(145,2.11107)
329,1,(65,4.28904)
330,1,(310,4.06335)
331,1,(321,5.94667)
332,1,(221,1.96652)
333,1,(260,2.10639)
334,1,(25,3.10867)
335,1,(25,2.7801)
336,1,(320,1.17612)
337,1,(312,2.21314)
338,1,(339,3.86864)
339,1,(7,2.53024)
340,1,(316,2.03831)
341,1,(248,1.22622)
342,1,(223,2.66987)
343,1,(355,1.54194)
344,1,(349,4.97438)
345,1,(350,0.905815)
346,1,(222,1.65623)
347,1,(272,4.39997)
348,1,(350,3.51948)
349,1,(185,3.9887)
350,1,(345,0.964561)
351,1,(242,3.40069)
352,1,(242,3.50117)
353,1,(336,3.3518)
354,1,(343,3.47982)
355,1,(343,1.48923)
356,1,(352,4.14316)
357,1,(352,5.2517)
358,1,(111,4.08806)
359,1,(366,2.25279)
360,1,(150,2.71938)
361,1,(186,3.12563)
362,1,(90,3.23702)
363,1,(271,1.70934)
364,1,(340,3.05353)
365,1,(340,2.47751)
366,1,(247,1.47414)
